year,name,college,pos,height,weight,hand_size,arm_length,wonderlic,40_yard,bench_press,vert_leap,broad_jump,shuttle,3_cone,60yd_shuttle,simple_pos,tag,drafted,player_id,draft_round,draft_pick,team,year_max,age,all_pros_first_team,pro_bowls,years_as_primary_starter,career_av,g,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,rec,rec_yds,tackles_solo,rec_td,def_int,sacks,college_id,college_link,college_games,college_pass_yds,college_pass_td,college_pass_int,college_pass_cmp_pct,college_rush_yds,college_rush_td,college_rec_yds,college_rec_td,college_tackles,college_sacks,college_ints,college_fumbles,name_for_merge,Link,Name,POS,College,Year,RAS,Alltime RAS,Round,Draft Team
1987,Mike Adams,Arizona State,CB,69.8,198.0,8.5,30.5,,4.42,13.0,32.0,118.0,4.6,,,DB,"Mike Adams, Arizona State",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mikeadams,,,,,,,,,
1987,John Adickes,Baylor,C,74.8,266.0,10.25,30.0,,4.97,25.0,26.5,103.0,4.6,,,OL,"John Adickes, Baylor",True,AdicJo20,6,154.0,bears,1989.0,23.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Baylor,,,,,,,,,,,,,,,johnadickes,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=174"">Link</a>",John Adickes,OC,Baylor,1987.0,6.67,7.35,6.0,bears
1987,Tommy Agee,Auburn,FB,71.8,217.0,9.0,30.75,,,15.0,,,,,,RB,"Tommy Agee, Auburn",True,AgeeTo00,5,119.0,seahawks,1994.0,23.0,0.0,0.0,1.0,6.0,100.0,0.0,1.0,0.0,0.0,1.0,91.0,309.0,1.0,44.0,366.0,,1.0,,,Auburn,http://www.sports-reference.com/cfb/players/tommie-agee-1.html,45.0,,,,,1733.0,10.0,321.0,3.0,,,,,tommyagee,,,,,,,,,
1987,David Alexander,Tulsa (OK),C,75.0,279.0,10.5,32.75,,5.13,22.0,27.5,105.0,4.33,,,OL,"David Alexander, Tulsa (OK)",True,AlexDa22,5,121.0,eagles,1996.0,23.0,0.0,0.0,7.0,47.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.0,,,Tulsa,,,,,,,,,,,,,,,davidalexander,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=85"">Link</a>",David Alexander,OC,Tulsa,1987.0,8.33,7.63,5.0,eagles
1987,Lyneal Alston,Southern Mississippi,WR,72.1,202.0,10.0,33.0,,4.64,7.0,32.0,114.0,4.52,,,WR,"Lyneal Alston, Southern Mississippi",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lynealalston,,,,,,,,,
1987,Steve Alvord,Washington,DE,76.5,273.0,8.75,34.0,,4.86,18.0,28.5,108.0,4.49,,,DL,"Steve Alvord, Washington",True,AlvoSt20,8,201.0,cardinals,1988.0,22.0,0.0,0.0,2.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,3.5,Washington,,,,,,,,,,,,,,,stevealvord,,,,,,,,,
1987,Anthony Anderson,Grambling State (LA),CB,73.6,208.0,8.5,32.5,,4.69,,31.0,111.0,4.48,,,DB,"Anthony Anderson, Grambling State (LA)",True,LewiSi20,10,268.0,jets,1987.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Penn State,http://www.sports-reference.com/cfb/players/sid-lewis-1.html,,,,,,,,,,,,,,anthonyanderson,,,,,,,,,
1987,Joe Armentrout,Wisconsin,FB,72.3,220.0,10.25,30.5,,4.71,18.0,31.0,116.0,4.16,,,RB,"Joe Armentrout, Wisconsin",True,JoeArmentrout223,9,224.0,buccaneers,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,Wisconsin,http://www.sports-reference.com/cfb/players/joe-armentrout-1.html,45.0,,,,,1471.0,6.0,652.0,6.0,,,,,joearmentrout,,,,,,,,,
1987,Bruce Armstrong,Louisville,OT,76.0,284.0,10.25,32.75,,5.05,22.0,27.0,100.0,4.81,,,OL,"Bruce Armstrong, Louisville",True,ArmsBr00,1,23.0,patriots,2000.0,21.0,0.0,6.0,14.0,82.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Louisville,http://www.sports-reference.com/cfb/players/bruce-armstrong-1.html,,,,,,,,,,,,,,brucearmstrong,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31"">Link</a>",Bruce Armstrong,OT,Louisville,1987.0,9.47,5.29,1.0,patriots
1987,Gene Atkins,Florida A&M,FS,71.3,191.0,9.0,29.75,,4.58,14.0,31.0,120.0,4.55,,,DB,"Gene Atkins, Florida A&M",True,AtkiGe20,7,179.0,saints,1996.0,22.0,0.0,0.0,7.0,48.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,8.0,Florida A&M,,,,,,,,,,,,,,,geneatkins,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=122"">Link</a>",Gene Atkins,FS,Florida A&amp;M,1987.0,10.0,3.84,7.0,saints
1987,Robert Awalt,San Diego State,TE,77.0,239.0,9.5,30.75,,4.86,,28.0,108.0,4.45,,,TE,"Robert Awalt, San Diego State",True,AwalRo00,3,62.0,cardinals,1993.0,23.0,0.0,0.0,3.0,13.0,95.0,0.0,1.0,0.0,0.0,1.0,2.0,-9.0,0.0,138.0,1583.0,,10.0,,,San Diego State,http://www.sports-reference.com/cfb/players/robert-awalt-1.html,23.0,,,,,0.0,0.0,722.0,4.0,,,,,robertawalt,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=284"">Link</a>",Robert Awalt,TE,San Diego State,1987.0,6.47,3.28,3.0,cardinals
1987,Stephen Baker,Frenso State (CA),WR,68.0,157.0,8.25,30.25,,4.6,,31.0,116.0,4.41,,,WR,"Stephen Baker, Frenso State (CA)",True,BakeSt00,3,83.0,giants,1992.0,23.0,0.0,0.0,5.0,24.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,141.0,2587.0,,21.0,,,Fresno State,http://www.sports-reference.com/cfb/players/stephen-baker-1.html,22.0,,,,,146.0,3.0,1629.0,10.0,,,,,stephenbaker,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=324"">Link</a>",Stephen Baker,WR,Fresno State,1987.0,1.84,1.67,3.0,giants
1987,Jerry Ball,Southern Methodist (TX),DT,72.1,292.0,9.0,31.25,,5.14,23.0,24.0,96.0,4.77,,,DL,"Jerry Ball, Southern Methodist (TX)",True,BallJe00,3,63.0,lions,1999.0,22.0,1.0,3.0,10.0,66.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,32.5,SMU,,,,,,,,,,,,,,,jerryball,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=159"">Link</a>",Jerry Ball,DT,Southern Methodist,1987.0,1.43,1.97,3.0,lions
1987,Robert Banks,Notre Dame,DT,76.0,250.0,8.5,31.5,,4.98,18.0,,,,,,DL,"Robert Banks, Notre Dame",True,BankRo20,7,176.0,titans,1990.0,23.0,0.0,0.0,2.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,Notre Dame,,,,,,,,,,,,,,,robertbanks,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=285"">Link</a>",Robert Banks,DT,Notre Dame,1987.0,2.86,5.77,7.0,titans
1987,Roy Banks,Eastern Illinois,WR,70.1,188.0,9.5,32.0,,4.52,4.0,32.0,114.0,4.26,,,WR,"Roy Banks, Eastern Illinois",True,BankRo21,5,114.0,colts,1988.0,21.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,East. Illinois,,,,,,,,,,,,,,,roybanks,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=302"">Link</a>",Roy Banks,WR,Eastern Illinois,1987.0,6.58,3.67,5.0,colts
1987,Roland Barbay,Louisiana State,DE,75.4,259.0,10.0,32.5,,5.18,13.0,21.5,91.0,4.59,,,DL,"Roland Barbay, Louisiana State",True,BarbRo20,7,184.0,seahawks,1987.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,LSU,,,,,,,,,,,,,,,rolandbarbay,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=292"">Link</a>",Roland Barbay,DE,Louisiana State,1987.0,0.0,0.32,7.0,seahawks
1987,Steve Bartalo,Colorado State,RB,68.8,201.0,9.5,28.0,,4.83,14.0,28.5,114.0,4.05,,,RB,"Steve Bartalo, Colorado State",True,BartSt01,6,143.0,buccaneers,1987.0,23.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,9.0,30.0,1.0,1.0,5.0,,0.0,,,Colorado State,http://www.sports-reference.com/cfb/players/steve-bartalo-1.html,43.0,,,,,4813.0,46.0,1079.0,3.0,,,,,stevebartalo,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=327"">Link</a>",Steve Bartalo,RB,Colorado State,1987.0,3.48,1.91,6.0,buccaneers
1987,Doug Bartlett,Northern Illinois,OLB,74.3,250.0,9.75,30.75,,4.75,31.0,31.0,112.0,4.12,,,LB,"Doug Bartlett, Northern Illinois",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dougbartlett,,,,,,,,,
1987,Harris Barton,North Carolina,C,76.3,280.0,9.5,31.75,,5.03,24.0,31.0,106.0,4.46,,,OL,"Harris Barton, North Carolina",True,BartHa00,1,22.0,49ers,1996.0,23.0,2.0,1.0,10.0,79.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,North Carolina,,,,,,,,,,,,,,,harrisbarton,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=135"">Link</a>",Harris Barton,OC,North Carolina,1987.0,10.0,8.99,1.0,49ers
1987,Gerald Bayless,Bowling Green (OH),TE,75.8,235.0,9.25,32.0,,4.82,,26.0,108.0,4.34,,,TE,"Gerald Bayless, Bowling Green (OH)",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geraldbayless,,,,,,,,,
1987,Albert Bell,Alabama,WR,70.8,174.0,9.25,30.0,,4.63,4.0,29.5,114.0,4.5,,,WR,"Albert Bell, Alabama",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,albertbell,,,,,,,,,
1987,Leonard Bell,Indiana,SS,70.8,201.0,8.75,30.5,,4.61,18.0,30.0,106.0,4.3,,,DB,"Leonard Bell, Indiana",True,BellLe20,3,76.0,bengals,1987.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Indiana,,,,,,,,,,,,,,,leonardbell,,,,,,,,,
1987,Mark Bellini,Brigham Young,WR,70.9,178.0,9.0,30.0,,,8.0,,,,,,WR,"Mark Bellini, Brigham Young",True,BellMa00,7,170.0,colts,1988.0,23.0,0.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,133.0,,0.0,,,BYU,http://www.sports-reference.com/cfb/players/mark-bellini-1.html,48.0,,,,,-4.0,0.0,2429.0,23.0,,,,,markbellini,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=227"">Link</a>",Mark Bellini,WR,BYU,1987.0,,,7.0,colts
1987,Rod Bernstine,Texas A&M,RB,75.0,238.0,10.0,32.25,,4.68,18.0,29.5,112.0,4.39,,,RB,"Rod Bernstine, Texas A&M",True,BernRo00,1,24.0,chargers,1995.0,22.0,0.0,0.0,3.0,31.0,84.0,1.0,1.0,11.0,1.0,0.0,670.0,2990.0,22.0,149.0,1384.0,,2.0,,,Texas A&M,http://www.sports-reference.com/cfb/players/rod-bernstine-1.html,42.0,,,,,443.0,0.0,1075.0,8.0,,,,,rodbernstine,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=287"">Link</a>",Rod Bernstine,RB,Texas A&amp;M,1987.0,7.39,4.27,1.0,chargers
1987,Ray Berry,Baylor,ILB,74.5,226.0,9.25,31.0,,4.85,22.0,28.5,105.0,4.47,,,LB,"Ray Berry, Baylor",True,BerrRa20,2,44.0,vikings,1993.0,23.0,0.0,0.0,2.0,18.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,4.0,Baylor,,,,,,,,,,,,,,,rayberry,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=272"">Link</a>",Ray Berry,LB,Baylor,1987.0,1.29,2.02,2.0,vikings
1987,Steve Beuerlein,Notre Dame,QB,74.4,203.0,10.0,30.0,,5.1,3.0,23.0,93.0,4.63,,,QB,"Steve Beuerlein, Notre Dame",True,BeueSt00,4,110.0,raiders,2003.0,22.0,0.0,1.0,4.0,69.0,147.0,1894.0,3328.0,24046.0,147.0,112.0,225.0,496.0,5.0,1.0,21.0,,0.0,,,Notre Dame,http://www.sports-reference.com/cfb/players/steve-beuerlein-1.html,42.0,6527.0,27.0,44.0,55.6,-68.0,2.0,,,,,,,stevebeuerlein,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=328"">Link</a>",Steve Beuerlein,QB,Notre Dame,1987.0,0.0,0.42,4.0,raiders
1987,Alvin Blount,Eastern Kentucky,WR,69.5,201.0,8.75,31.25,,4.58,13.0,35.0,116.0,4.17,,,WR,"Alvin Blount, Eastern Kentucky",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alvinblount,,,,,,,,,
1987,Ron Bohm,Illinois,DT,74.6,254.0,8.75,31.25,,5.12,13.0,24.5,103.0,4.54,,,DL,"Ron Bohm, Illinois",True,BartDo20,4,91.0,rams,1988.0,24.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,Northern Illinois,,,,,,,,,,,,,,,ronbohm,,,,,,,,,
1987,John Bosa,Boston College,DE,76.1,267.0,9.75,31.5,,4.85,27.0,28.0,99.0,4.41,,,DL,"John Bosa, Boston College",True,BosaJo20,1,16.0,dolphins,1989.0,23.0,0.0,0.0,1.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,7.0,Boston Col.,,,,,,,,,,,,,,,johnbosa,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=175"">Link</a>",John Bosa,DE,Boston College,1987.0,10.0,6.65,1.0,dolphins
1987,Stephen Braggs,Texas,CB,69.0,176.0,9.75,29.75,,4.55,7.0,28.5,111.0,4.1,,,DB,"Stephen Braggs, Texas",True,BragSt20,6,165.0,browns,1993.0,22.0,0.0,0.0,0.0,8.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,4.5,Texas,http://www.sports-reference.com/cfb/players/stephen-braggs-1.html,37.0,,,,,,,,,,,8.0,,stephenbraggs,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=325"">Link</a>",Stephen Braggs,CB,Texas,1987.0,0.0,0.94,6.0,browns
1987,David Brandon,Memphis,OLB,75.1,223.0,9.0,32.0,,4.73,9.0,26.5,108.0,4.45,,,LB,"David Brandon, Memphis",True,BranDa21,3,60.0,bills,1997.0,22.0,0.0,0.0,1.0,22.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,7.0,Memphis,http://www.sports-reference.com/cfb/players/david-brandon-1.html,33.0,,,,,,,,,,,4.0,,davidbrandon,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=86"">Link</a>",David Brandon,LB,Memphis,1987.0,0.97,1.79,3.0,bills
1987,Jeff Bregel,Southern California,OG,76.3,279.0,9.75,31.0,,5.4,20.0,28.5,108.0,4.63,,,OL,"Jeff Bregel, Southern California",True,BregJe20,2,37.0,49ers,1989.0,23.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,USC,http://www.sports-reference.com/cfb/players/jeff-bregel-1.html,,,,,,,,,,,,,,jeffbregel,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=150"">Link</a>",Jeff Bregel,OG,Southern California,1987.0,5.38,5.0,2.0,49ers
1987,James Brim,Wake Forest,WR,75.0,183.0,7.75,32.0,,4.53,7.0,32.0,116.0,4.12,,,WR,"James Brim, Wake Forest",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamesbrim,,,,,,,,,
1987,Louis Brock,Southern California,CB,70.6,163.0,9.5,31.25,,,,,,,,,DB,"Louis Brock, Southern California",True,BrocLo21,2,53.0,chargers,1988.0,23.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,USC,,,,,,,,,,,,,,,louisbrock,,,,,,,,,
1987,Jerome Brown,Miami (FL),DT,74.3,292.0,9.75,33.0,,4.86,17.0,,,,,,DL,"Jerome Brown, Miami (FL)",True,BrowJe00,1,9.0,eagles,1991.0,22.0,2.0,2.0,5.0,51.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,29.5,Miami (FL),http://www.sports-reference.com/cfb/players/jerome-brown-1.html,,,,,,,,,,,,,,jeromebrown,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=158"">Link</a>",Jerome Brown,DT,Miami,1987.0,7.86,6.84,1.0,eagles
1987,Tom Brown,Pittsburgh,RB,72.5,218.0,8.5,29.75,,4.69,19.0,25.5,97.0,4.35,,,RB,"Tom Brown, Pittsburgh",True,BrowTo00,7,182.0,dolphins,1989.0,22.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0,0.0,14.0,123.0,,0.0,,,Pittsburgh,http://www.sports-reference.com/cfb/players/tom-brown-2.html,44.0,,,,,802.0,3.0,236.0,0.0,,,,,tombrown,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=359"">Link</a>",Tom Brown,RB,Pittsburgh,1987.0,3.91,3.57,7.0,dolphins
1987,Jason Buck,Brigham Young,DE,77.0,250.0,9.25,32.75,,,19.0,,,,,,DL,"Jason Buck, Brigham Young",True,BuckJa20,1,17.0,bengals,1993.0,24.0,0.0,0.0,1.0,18.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,19.0,BYU,http://www.sports-reference.com/cfb/players/jason-buck-1.html,,,,,,,,,,,,,,jasonbuck,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=148"">Link</a>",Jason Buck,DE,BYU,1987.0,,,1.0,bengals
1987,Tony Burse,Middle Tennessee State,RB,72.0,220.0,9.5,30.5,,4.71,20.0,27.5,104.0,4.88,,,RB,"Tony Burse, Middle Tennessee State",True,BursTo20,12,324.0,seahawks,1987.0,22.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,0.0,0.0,0.0,,0.0,,,Middle Tenn. State,,,,,,,,,,,,,,,tonyburse,,,,,,,,,
1987,Cody Carlson,Baylor,QB,75.0,191.0,9.25,31.0,,4.82,,29.5,111.0,4.45,,,QB,"Cody Carlson, Baylor",True,CarlCo00,3,64.0,titans,1994.0,23.0,0.0,0.0,0.0,14.0,45.0,370.0,659.0,4469.0,21.0,28.0,81.0,217.0,4.0,0.0,0.0,,0.0,,,Baylor,http://www.sports-reference.com/cfb/players/cody-carlson-1.html,44.0,5411.0,33.0,34.0,51.9,424.0,4.0,,,,,,,codycarlson,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=61"">Link</a>",Cody Carlson,QB,Baylor,1987.0,6.92,5.53,3.0,titans
1987,Mark Carrier,Nicholls State (LA),WR,71.8,182.0,9.25,30.75,,4.46,9.0,30.0,114.0,4.51,,,WR,"Mark Carrier, Nicholls State (LA)",True,CarrMa00,3,57.0,buccaneers,1998.0,21.0,0.0,1.0,10.0,61.0,177.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0,2.0,569.0,8763.0,,48.0,,,Nicholls State,,,,,,,,,,,,,,,markcarrier,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=228"">Link</a>",Mark Carrier,WR,Nicholls State,1987.0,5.79,3.17,3.0,buccaneers
1987,Toby Caston,Louisiana State,OLB,73.0,235.0,9.5,31.75,,4.82,10.0,32.5,117.0,4.55,,,LB,"Toby Caston, Louisiana State",True,CastTo20,6,159.0,titans,1993.0,22.0,0.0,0.0,0.0,6.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,LSU,http://www.sports-reference.com/cfb/players/toby-caston-1.html,22.0,,,,,,,,,,,2.0,,tobycaston,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=355"">Link</a>",Toby Caston,LB,Louisiana State,1987.0,3.23,3.37,6.0,titans
1987,Dick Chapura,Missouri,DT,75.4,275.0,9.25,32.5,,,,,,,,,DL,"Dick Chapura, Missouri",True,ChapDi20,10,277.0,bears,1990.0,23.0,0.0,0.0,0.0,4.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.0,Missouri,,,,,,,,,,,,,,,dickchapura,,,,,,,,,
1987,Robert Clark,North Carolina Central,WR,69.3,170.0,9.5,29.75,,4.58,4.0,28.5,114.0,4.58,,,WR,"Robert Clark, North Carolina Central",True,ClarRo00,10,263.0,saints,1992.0,22.0,0.0,0.0,3.0,26.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,2644.0,,18.0,,,North Carolina Central,,,,,,,,,,,,,,,robertclark,,,,,,,,,
1987,John Clay,Missouri,OT,77.4,320.0,9.75,33.25,,5.51,16.0,25.0,85.0,4.77,,,OL,"John Clay, Missouri",True,ClayJo20,1,15.0,raiders,1988.0,23.0,0.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,Missouri,http://www.sports-reference.com/cfb/players/john-clay-2.html,,,,,,,,,,,,,,johnclay,"<a class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=177"">Link</a>",John Clay,OT,Missouri,1987.0,2.63,2.19,1.0,raiders
1987,Michael Clemons,William & Mary (VA),TE,64.9,163.0,8.25,28.25,,4.67,9.0,29.0,108.0,4.42,,,TE,"Michael Clemons, William & Mary (VA)",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michaelclemons,,,,,,,,,
1987,Joey Clinkscales,Tennessee,WR,73.0,193.0,9.75,31.75,,4.61,,32.5,103.0,4.43,,,WR,"Joey Clinkscales, Tennessee",True,ClinJo20,9,233.0,steelers,1988.0,23.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,240.0,,1.0,,,Tennessee,http://www.sports-reference.com/cfb/players/joey-clinkscales-1.html,33.0,,,,,0.0,0.0,1105.0,10.0,,,,,joeyclinkscales,,,,,,,,,
